term,Category,Freq,Term,Total,loglift,logprob
234,Topic5,55.9170244551905,19일,5573,0.7800630397219112,0.004521263310997822
305,Topic5,35.441785348584425,2016년,1337,0.9050245378276027,0.004314778595296525
6221,Topic5,18.58934409023736,외곽,99,0.9877899568338963,0.004147280087224816
3020,Topic5,23.391702414457594,런던,177,0.9815803340776549,0.004126355919901801
66,Topic5,35.943362678351946,10월,1952,0.8678050499472795,0.003990780687358953
5210,Topic5,31.709310054628585,시리아,282,0.9779416064327042,0.003943719466978997
6462,Topic5,38.473669713021636,유럽,932,0.9377641771883326,0.003733143181088142
2430,Topic5,21.644158721726054,뉴스1,5964,0.5603651468165345,0.003704238439504929
1890,Topic5,62.92576660174624,금지,19890,0.5262063379219779,0.0034435973595184715
7261,Topic5,32.11057272854473,저항,168,0.9880513133800811,0.003323954166524443
7204,Topic5,62.68605833811962,재배포,20443,0.5183876538816399,0.0033201326210025033
1121,Topic5,55.67464546066768,것으로,10447,0.6521646105986026,0.0032479225447075754
8739,Topic5,22.65301739459439,탈출,153,0.9838231112479412,0.003234888514148569
3424,Topic5,63.0239756162664,무단,21575,0.5062295723181248,0.0032102173209594014
2738,Topic5,24.525055757388724,도시,898,0.9076258684733611,0.003185475716275658
7172,Topic5,21.906556317228123,장악,121,0.9872386676089584,0.0031133563977761825
7393,Topic5,22.877153221841585,전투,196,0.9788327733208667,0.0030990933450168144
1389,Topic5,32.053840341110586,공격,641,0.9485076492521571,0.0029975374590917453
3108,Topic5,18.267611303628204,마을,544,0.9240089890691635,0.0028970164120082497
2213,Topic5,18.28169551517204,난민,68,0.9922884649674921,0.00288885391119393
7377,Topic5,21.89196889444499,전쟁,326,0.9618196616698204,0.002838253021877374
7925,Topic5,15.93282298514175,지도자들,42,0.9953465117304681,0.0028056097725956074
8769,Topic5,16.341356868733637,터키,129,0.9806800151432151,0.0027485871230514686
3530,Topic5,37.849306940352164,미국,6586,0.6691723621045897,0.002680160235235742
6017,Topic5,15.920978938100442,연합뉴스,4688,0.5438985987913866,0.002669841037754432
7484,Topic5,18.114909337601784,정부군,92,0.9884789745347156,0.0026134092928281494
8603,Topic5,13.579853415076123,캐나다,192,0.9638136373321684,0.002557991606674692
3892,Topic5,12.265027071404727,법무부,178,0.9628212839587292,0.002544345259291908
6658,Topic5,35.615189495671736,이날,6340,0.6640825433512199,0.002522435160019517
7483,Topic5,32.21063204461063,정부,4169,0.7315283743020402,0.0024415571312995854
3964,Topic5,23.240598835437922,보도,1737,0.8259548590069146,0.002425020585335606
6669,Topic5,26.223041822409684,이들,2922,0.7601312455621477,0.002350349316034143
7009,Topic5,24.386038062758605,있다고,3370,0.7183667821730008,0.0023341825021667597
1959,Topic5,16.140783200731562,기소,586,0.9083563680398795,0.0023337143921617646
6671,Topic5,33.738576198480374,이라고,5560,0.681167968304631,0.002236924592994439
3884,Topic5,21.165062008269718,범죄,680,0.9183133597870818,0.002216812161758483
6283,Topic5,28.413831133899205,우리,5234,0.656369714185711,0.002150933111801437
4707,Topic6,411.7354009535435,선정,1512,0.9772216023481453,0.019412679316479425
5008,Topic6,182.81603183003398,수상,1181,0.9545387815880515,0.009153380076623668
2624,Topic6,212.61082993532415,대상,2368,0.9187559337815391,0.007519003685550866
4092,Topic6,144.83006738594457,부부,633,0.9714386421950822,0.00743287597127295
4089,Topic6,185.49928134114123,부문,858,0.969346453504044,0.0073672075925279535
5009,Topic6,104.56854107585252,수상자,259,0.9872817598928404,0.006745263856792989
1418,Topic6,97.02131726945314,공모,482,0.9665463594957848,0.006113950086121193
8404,Topic6,53.84804238639916,최우수상,70,0.997390413977265,0.005887300343730088
5223,Topic6,75.8239817611811,시상식,349,0.9695316350551965,0.005626721668484507
8866,Topic6,72.35946434373234,특구,145,0.9913194250348814,0.005021363693786359
6294,Topic6,43.455603609103726,우수상,49,0.9988883281595746,0.004821240326208978
1980,Topic6,105.74345724986001,기여,639,0.9578654484400652,0.004777444170225161
7297,Topic6,121.76920304816707,전국,1950,0.8842031382419384,0.004769200594051145
4493,Topic6,52.24810859278194,상금,128,0.987511330409691,0.003989795435368399
7958,Topic6,122.87826068097478,지역,3828,0.7917569591218329,0.003842818371894711
3386,Topic6,57.55774546666031,목재,101,0.993459515268309,0.0037763950014895577
1414,Topic6,41.66687514057208,공로,128,0.9822475352887535,0.003647080226260177
3123,Topic6,50.56918676543382,마크,156,0.982139001850147,0.0036240663298042937
5010,Topic6,35.33818779002369,수상작,64,0.9929749592236663,0.003594629282340807
8998,Topic6,119.60742920818817,평가,2556,0.8491265823174368,0.003387340755589302
6292,Topic6,71.37645775970516,우수,819,0.9162838601051921,0.0033705574107043518
6190,Topic6,122.69598600303026,올해,4388,0.7673248180003488,0.0033620847303580336
6925,Topic6,77.66093197546219,일자리,814,0.923613485830265,0.003245582298460583
5222,Topic6,38.4683263503736,시상,116,0.9827233973736994,0.0031381047431885915
1985,Topic6,187.55735926654583,기자,27189,0.443311052463608,0.0031101981242819686
3424,Topic6,172.5017017743146,무단,21575,0.48025279113292174,0.002895385649387709
9078,Topic6,46.974375083144345,표창,258,0.962292105144542,0.002876100109464149
7204,Topic6,161.35096690658074,재배포,20443,0.47700025166659027,0.002816050488481008
844,Topic6,68.05664711684426,가족,1149,0.8783157825512388,0.0028105879543538813
5029,Topic6,39.83089038835428,수여,163,0.9737352153312787,0.0027894533018373207
9650,Topic6,81.2362478451946,활용,1835,0.8415315477625003,0.0027806136751667055
9644,Topic6,82.21338849052445,활동,2473,0.7976653826477621,0.0027728964418498574
4443,Topic6,28.141704744038748,산림청,90,0.9811873206518651,0.002699741054442493
8403,Topic6,31.919390537043824,최우수,91,0.9841113932227938,0.002659028135106379
1890,Topic6,144.70513221083556,금지,19890,0.45657306675213644,0.002609469234126043
6701,Topic6,110.17522684289357,이번,7434,0.6329770955284602,0.0025955684620023014
2160,Topic6,42.96151252969419,나눔,299,0.9505840235161731,0.0025392078067347397
4627,Topic6,90.25118726902632,서울,17110,0.37807968366679656,0.002526191500189633
337,Topic6,129.74729084442126,20일,20858,0.41779338442503966,0.002522378736564883
6738,Topic6,81.37210888199279,이용,2617,0.7862826338414645,0.002467979124177943
305,Topic6,58.7393390316095,2016년,1337,0.8404633930087759,0.002356439941476401
1020,Topic6,57.3120998780563,개최,2219,0.7524446098219735,0.002353112734320352
7914,Topic6,120.73700068676074,지난,12552,0.5268418537493192,0.0023336272903478708
7563,Topic6,74.36103723581195,제공,5715,0.6018082918567447,0.002322027919372145
6848,Topic6,69.44443980763019,인정,1400,0.8568047585876309,0.00229006301418573
9109,Topic6,63.712748130090105,프로그램,2648,0.7386580784150282,0.0022525732875186737
9416,Topic6,49.60385566467133,행사,3017,0.6571128375777524,0.002217922510132844
4643,Topic6,41.28899357220415,서울신문,776,0.8656397988851758,0.002194230398561999
2644,Topic6,40.219158182926705,대전,861,0.8488889285668734,0.002181352027087764
8048,Topic6,85.0741966078795,진행,7842,0.5570031643327483,0.0021763626500225456
1972,Topic7,515.0263500746725,기업,3710,0.9695271123585478,0.02553036045526813
8988,Topic7,238.81679333995527,편입,323,0.9982172047295743,0.020483796543239306
8998,Topic7,383.5828126478297,평가,2556,0.9721058290269031,0.01863452263829094
2473,Topic7,182.7572288752105,다우존스,230,0.9986919986545794,0.018557204352167646
7951,Topic7,169.92469928972054,지속가능경영,177,0.9997890825057575,0.01799175015735242
